ref:ISIL,ref:SBN,name,addr,postcode,city,latitudine,longitudine,telefono,fax,mail1,website
IT-PR0016,,Biblioteca comunale Vanda Negri,"via Roma, 9",43010,Fontevivo,44.85732549999999,10.1758689,+39 0521611123,+39 0521610331,biblioteca@comune.fontevivo.pr.it,http://www.comune.fontevivo.pr.it/comune/servizi-e-uffici/ufficio-cultura-e-sport/ufficio-cultura/biblioteca-comunale-%E2%80%9Cvanda-negri%E2%80%9D
IT-PR0017,,Biblioteca comunale,"via Achille Grandi, 2",43045,Fornovo di Taro,44.69542389999999,10.0988849,+39 0525400248,+39 052530246,biblioteca.fornovo@libero.it,http://www.comune.fornovo-di-taro.pr.it/la-citt%C3%A0/biblioteca-comunale
IT-PR0018,,Biblioteca comunale Emma Agnetti Bizzi,"via Cesare Battisti, 20",43013,Langhirano,44.61143650168724,10.268303139811694,+39 0521351352,+39 0521351354,biblioteca@comune.langhirano.pr.it,http://www.comune.langhirano.pr.it/il-territorio/biblioteca
IT-PR0020,PARBM,Biblioteca comunale,"via G. Marconi, 13 bis",43022,Montechiarugolo,44.727536,10.3939982,+39 0521657519,+39 0521657519,biblioteca@comune.montechiarugolo.pr.it,http://www.comune.montechiarugolo.pr.it/servizi/Menu/dinamica.aspx?idSezione=58885&idArea=58896&idCat=59004&ID=59004&TipoElemento=categoria
IT-PR0021,,Biblioteca comunale Don Lorenzo Milani,"via Boni e Gavazzi, 2",43015,Noceto,44.8101399,10.18469,+39 0521621116,+39 0521622100,biblioteca@comune.noceto.pr.it,http://www.comune.noceto.pr.it/comune/struttura-organizzativa/servizio-istruzione-cultura-e-sport/servizi-culturali/biblioteca
IT-PR0022,,Biblioteca comunale Matildica e delle Valli dei Cavalieri,"strada Bonifacio di Canossa, 10",43025,Palanzano,44.4364694,10.1943382,+39 0521891321,+39 0521891547,g.candellari@comune.palanzano.pr.it,
IT-PR0030,PARBG,Biblioteca comunale Ugo Guanda,vicolo delle Asse 5,43121,Parma,0,0,+39 0521031983,+39 0521218892,guanda@comune.parma.it,"http://biblioteche.comune.parma.it/portal/page?_pageid=193,334414&amp"
IT-PR0100,PARSL,Biblioteca comunale Vilma Preti,"piazza Antonio Gramsci, 1",43038,Sala Baganza,44.71262650000001,10.227684,+39 0521331346,+39 0521336429,biblioteca@comune.sala-baganza.pr.it,
IT-PR0102,,Biblioteca comunale Gian Domenico Romagnosi,viale Romagnosi 7/A,43039,Salsomaggiore Terme,44.8132258,9.9837717,+39 0524580204,+39 0524580209,biblioteca@comune.salsomaggiore-terme.pr.it,http://www.comune.salsomaggiore-terme.pr.it/notizie/biblioteca-comunale-g-d-romagnosi
IT-PR0104,,Biblioteca comunale,"via Giuseppe Garibaldi, 52",43019,Soragna,44.927552,10.1258492,+39 0524597005,+39 0524597973,biblioteca@comune.soragna.pr.it,https://comune.soragna.pr.it/menu/27607/biblioteca
IT-PR0105,PARTR,Biblioteca comunale,via Fratelli Cantini 8,43029,Traversetolo,44.6385073,10.3835093,+39 0521842436,+39 0521344550,biblioteca@comune.traversetolo.pr.it,http://www.comune.traversetolo.pr.it/page.asp?IDCategoria=3119&amp
IT-PR0106,,Biblioteca comunale Maria Luisa Zanzucchi Castelli,piazza Michelangelo Buonarroti,43040,Varano de' Melegari,44.6860021,10.0163038,+39 052553283,,biblioteca@comune.varano-demelegari.pr.it,http://www.comune.varano-demelegari.pr.it/notizie/biblioteca-comunale
IT-PR0108,,Biblioteca comunale,Via Albareto 64,43051,Albareto,0,0,+39 0525999231,+39 0525999283,,
IT-PR0111,PARCO,Biblioteca comunale Villa Soragna,"via Valli, 2",43044,Collecchio,44.745447,10.21992,+39 0521301281,+39 0521332217,biblcoll@comune.collecchio.pr.it,http://www.comune.collecchio.pr.it/servizi/Menu/dinamica.aspx?idSezione=18144&idArea=18150&idCat=60534&ID=60608&TipoElemento=categoria
IT-PR0112,,Biblioteca comunale Giuseppe Micheli,"via Micheli, 20",43021,Corniglio,44.475724,10.0883019,+39 0521881339,+39 0521880272,segreteria@comune.corniglio.pr.it,http://www.comune.corniglio.pr.it/fasi-della-vita/biblioteca
IT-PR0122,,Biblioteca comunale Matilde di Canossa,"via Chiesa, 10 A",43024,Neviano degli Arduini,44.5827895,10.3159532,+39 0521345025,+39 0521843590,biblioteca@comune.neviano-degli-arduini.pr.it,http://www.comune.neviano-degli-arduini.pr.it/comune/personale-e-uffici/biblioteca-comunale
IT-PR0128,PARBP,Biblioteca comunale Cesare Pavese,"via Isac Newton, 8 A",43123,Parma,44.79154140000001,10.358192,+39 0521493345,,pavese@comune.parma.it,http://biblioteche.comune.parma.it
IT-PR0134,,Biblioteca comunale,"strada del Municipio, 7",43040,Terenzo,44.6100476,10.0874115,+39 0525527603,+39 0525527169,biblioteca@comune.terenzo.pr.it,
IT-PR0156,PARCN,Biblioteca comunale Glauco Lombardi,"piazza Giuseppe Garibaldi, 23",43052,Colorno,44.9303701,10.3751366,+39 0521313477,+39 0521825505,biblioteca@comune.colorno.pr.it,http://www.comune.colorno.pr.it/la-citt%C3%A0/biblioteca-comunale-g-lombardi
IT-PR0161,PARSB,Biblioteca comunale,via Gruppini 4,43058,Sorbolo Mezzani,44.8466833,10.4460392,+39 0521669644,+39 0521697712,biblioteca@comune.sorbolo.pr.it,
IT-PR0162,,Biblioteca comunale Giovannino Guareschi,"via Cavallotti, 18",43017,San Secondo Parmense,44.9214951,10.2303822,+39 0521871500,+39 0521872757,biblioteca.sansecondo@gmail.com,http://www.comune.san-secondo-parmense.pr.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=20127&idCat=21247&ID=21281&TipoElemento=categoria
IT-PR0163,,Biblioteca comunale,Viale Matteotti,43047,Pellegrino Parmense,44.7343068,9.9251956,+39 052464271,,,
IT-PR0165,,Biblioteca comunale Fulvio Provasi di Mezzano Inferiore,via Martiri della Libertà 32,43055,Sorbolo Mezzani,44.9054695,10.467611,+39 0521669711,+39 0521316005,info@comune.mezzani.pr.it,
IT-PR0166,,Biblioteca Comunale Sandro Pertini,"via Europa, 9",43014,Medesano,44.7557826,10.1399175,+39 0525422790,+39 0525422710,biblioteca@comune.medesano.pr.it,http://www.comune.medesano.pr.it/it-IT/biblioteca-comunale-1.aspx
IT-PR0167,,Biblioteca comunale per bambini Opplà,Piazza Libertà 6,43045,Fornovo di Taro,44.6896383,10.0988625,+39 0525400230,+39 052530310,servsociali@comune.fornovo-di-taro.pr.it,http://www.comune.fornovo-di-taro.pr.it
IT-PR0202,,Biblioteca comunale Giuseppe Tonna,"via della Costituzione, 37",43018,Sissa Trecasali,44.9633585,10.257923,+39 0521379050,+39 0521877160,p.fontana@comune.sissatrecasali.pr.it,https://www.comune.sissatrecasali.pr.it/come-fare/canali-tematici/cultura/biblioteca
IT-PR0203,,Biblioteca comunale,"via Aldo Moro, 15",43028,Tizzano Val Parma,44.518755,10.200023,+39 0521869017,+39 0521868937,biblioteca@comune.tizzano-val-parma.pr.it,http://www.comune.tizzano-val-parma.pr.it/notizie/biblioteca
IT-PR0237,,Biblioteca comunale,via Provinciale 1,43050,Valmozzola,44.589003,9.8350003,+39 052567144,+39 052567001,l.galli@comune.valmozzola.pr.it,http://www.comune.valmozzola.pr.it/page.asp?IDCategoria=3209&amp
IT-PR0239,,Biblioteca comunale Monica Porcari,piazza L. Guidotti 1,43010,Polesine Zibello,45.0173703,10.0884629,+39 052496235,,everelina@virgilio.it,
IT-PR0298,,Biblioteca comunale,parco Cattaneo,43041,Bedonia,44.5018609,9.6293506,+39 0525824148,,bibliotecabedonia@gmail.com,http://www.facebook.com/bibliotecabedonia
IT-PU0089,,Biblioteca comunale,Piazza Garibaldi,61010,Talamello,43.905085,12.285735,+39 0541319985,,,
IT-PU0124,,Biblioteca Comunale di Sant'Agata Feltria,"Piazza Garibaldi, 12",47866,Sant'Agata Feltria,43.8641288,12.2084084,+39 0541 929440,,bibliocomunalesaf@gmail.com,http://www.comune.santagatafeltria.rn.it/
IT-PU0141,RAVVF,Biblioteca comunale,via Saffi 79,47863,Novafeltria,43.8937408,12.2906977,+39 0541922256,+39 0541845611,biblioteca@comune.novafeltria.rn.it,
IT-RA0001,RAVAL,Biblioteca comunale Pino Orioli,Piazza della Resistenza 2,48011,Alfonsine,44.506517,12.039178,+39 0544866675,+39 054484375,referencebiblioteca@comune.alfonsine.ra.it.,http://www.comune.alfonsine.ra.it/Citta-e-territorio/Biblioteca-comunale-P.-Orioli/Informazioni-orari-e-contatti
IT-RA0002,RAVBC,Biblioteca comunale Giuseppe Taroni,Via Vittorio Veneto 1/a,48012,Bagnacavallo,44.418722,11.975375,+39 0545280912,+39 0545.280921,biblioteca@comune.bagnacavallo.ra.it,http://www.comune.bagnacavallo.ra.it
IT-RA0003,RAVBR,Biblioteca comunale Carlo Pasini,"viale Pascoli, 1",48013,Brisighella,44.2220734,11.7682476,+39 054681645,,biblioteca@comune.brisighella.ra.it,http://www.comune.brisighella.ra.it/Servizi/Cultura-e-Sport/Biblioteca-Comunale
IT-RA0005,RAVCA,Biblioteca comunale Giuseppe Pittano,"via Cardinale Giovanni Soglia, 13",48010,Casola Valsenio,44.223182,11.6237046,+39 054676168,+39 054676168,biblioteca@comune.casolavalsenio.ra.it,http://www.comune.casolavalsenio.ra.it/Servizi/Cultura-e-Biblioteca
IT-RA0006,RAVCB,Biblioteca comunale Luigi Dal Pane,"piazzale Simon Maria Poggi, 6",48014,Castel Bolognese,44.3193843,11.7981924,+39 0546655827,+39 0546655848,biblioteca@comune.castelbolognese.ra.it,http://www.comune.castelbolognese.ra.it/Citta/Cultura-Biblioteca
IT-RA0009,RAVCR,Biblioteca comunale Maria Goia,"Circonvallazione Sacchetti, 111",48015,Cervia,44.26062,12.3512450000001,+39 0544.979384 / 38,+39 0544.970643,biblioteca@comunecervia.it,http://www.biblioteca.comunecervia.it/
IT-RA0012,RAVCN,Biblioteca comunale Giovanna Righini Ricci,via Garibaldi 12,48017,Conselice,44.51268,11.82855,+39 0545986930,+39 0545986966,biblioteca@comune.conselice.ra.it,http://www.comune.conselice.ra.it/Citta-e-territorio/Cultura/Biblioteca-Giovanna-Righini-Ricci
IT-RA0014,RAVCT,Biblioteca comunale Luigi Varoli,"corso Sforza, 24",48033,Cotignola,44.3837916,11.9414455,+39 0545908874,+39 054541574,biblioteca@comune.cotignola.ra.it,http://www.comune.cotignola.ra.it/Citta-e-territorio/Biblioteca
IT-RA0016,RAVFA,Biblioteca comunale Manfrediana,Via Manfredi 14,48018,Faenza,44.2844672,11.8850198,+39 0546691700,+39 0546691729,manfrediana@romagnafaentina.it,http://manfrediana2.racine.ra.it/
IT-RA0024,RAVFU,Biblioteca comunale Carlo Piancastelli,piazza Corelli 16,48034,Fusignano,44.46747,11.95994,+39 0545955675,+39 054552607,bibliotecapiancastelli@comune.fusignano.ra.it,http://www.comune.fusignano.ra.it/contenuti/index.php?t=biblioteca&amp
IT-RA0025,RAVCE,Biblioteca comunale Fabrizio Trisi,piazza Trisi 19,48022,Lugo,44.4199314,11.9098071,+39 054538556,+39 054538534,trisi@comune.lugo.ra.it,http://www.bibliotecatrisi.it
IT-RA0036,RAVCL,Biblioteca comunale Classense,Via Baccarini 3,48121,Ravenna,44.4145567906631,12.2000272227539,+39 0544482112,+39 0544482104,informazioni@classense.ra.it,http://www.classense.ra.it/
IT-RA0039,RAVAB,Biblioteca comunale decentrata Olindo Guerrini di Sant'Alberto,"via Olindo Guerrini, 60",48123,Ravenna,44.5421395,12.157327,+39 0544529805,+39 0544529805,biblio.salberto@classense.ra.it,http://www.classense.ra.it/santalberto/
IT-RA0041,RAVRT,Biblioteca comunale,Via Antonio Gramsci 11,48025,Riolo Terme,44.2776798,11.726468599999976,+39 054677451,+39 054670602,bibriolo@provincia.ra.it,http://www.comune.rioloterme.ra.it/Citta/Biblioteca
IT-RA0042,RAVRU,Biblioteca comunale,"via Godo Vecchia, 10",48026,Russi,44.3731114,12.0365935,+39 0544587640,+39 0544582237,biblioteca@comune.russi.ra.it,https://www.comune.russi.ra.it/il-comune/biblioteca-e-archivio-storico-1/biblioteca-e-archivio-storico#autotoc-item-autotoc-0
IT-RA0043,RAVSA,Biblioteca comunale Loris Ricci Garotti,"piazza mons. E. Rambelli, 4",48020,Sant'Agata sul Santerno,44.4425223,11.8618388,+39 0545919902,,biblioteca@comune.santagatasulsanterno.ra.it,http://www.comune.santagatasulsanterno.ra.it/Citta-e-territorio/Cultura/Biblioteca
IT-RA0044,RAVSO,"Biblioteca comunale ""Mario Mariani""",via Mirasole 5,48027,Solarolo,44.3591451,11.8447826,+39 0546618471,+39 0546618472,biblioteca@comune.solarolo.ra.it,http://www.comune.solarolo.ra.it/La-Citta/Biblioteca
IT-RA0054,RAVPI,Biblioteca comunale decentrata di Piangipane,piazza XXII Giugno 6,48124,Ravenna,44.420263,12.086945,+39 0544418853,+39 0544418146,biblio.piangipane@comune.ra.it,http://www.classense.ra.it/piangipane/
IT-RA0055,RAVFR,Biblioteca comunale Manfrediana Ragazzi,"via Manfredi, 18",48018,Faenza,44.284258,11.8848523,+39 0546691715,+39 0546664907,manfrediana.ragazzi@romagnafaentina.it,
IT-RA0059,RAVBA,"Biblioteca comunale ""Il Torrioncello""","via Terraglio Ponente, 15-17",48031,Bagnara di Romagna,44.3899245,11.8264713,+39 0545905550,+39 054576564,bibliobagnara@provincia.ra.it,http://www.comune.bagnaradiromagna.ra.it/Citta-e-territorio/Cultura/Biblioteca-comunale
IT-RA0071,RAVSS,Biblioteca comunale decentrata Manara Valgimigli di Santo Stefano,via Cella 488,48125,Ravenna,44.315547,12.185685,+39 0544563662,,biblio.valgimigli@classense.ra.it,http://www.classense.ra.it/santostefano/
IT-RA0072,,Biblioteca comunale Maria Gioia. Sezione ragazzi,"via Circonvallazione E. Sacchetti, 113",48015,Cervia,44.2606253,12.3512603,+39 0544979384,,biblioteca@comunecervia.it,http://www.biblioteca.comunecervia.it
IT-RA0074,RAVRE,Biblioteca comunale Manfrediana. Sede di Reda,via Birandola 100,48020,Faenza,44.3009038,11.9561494,+39 0546639241,,manfrediana.reda@romagnafaentina.it,
IT-RA0083,,Biblioteca comunale di Voltana,piazza T. Guerra 1,48028,Lugo,44.5381343,11.9307097,+39 054571398,,trisi@comune.lugo.ra.it,
IT-RA0119,RAVGR,Biblioteca comunale Manfrediana. Sede di Granarolo,via Risorgimento 10,48019,Faenza,44.295262,11.864762,+39 054641977,,manfrediana.granarolo@manfrediana.it,
IT-RA0130,,Biblioteca comunale Classense. Sezione emeroteca Classense-Oriani,via G. DA POLENTA 4,48121,Ravenna,44.416099,12.2003977,+39 0544482055,,informazioni@classense.ra.it,http://www.classense.ra.it
IT-RA0131,,Biblioteca comunale Classense. Sezione multimediateca,Via G. Da Polenta 4,48100,Ravenna,44.416099,12.2003977,+39 0544482056,,multimediateca@provincia.ra.it,http://www.classense.ra.it
IT-RE0001,RE201,Biblioteca comunale Pablo Neruda,via Morandi 9,42020,Albinea,44.6204701,10.6011985,+39 0522590262,+39 0522590236,biblioteca@comune.albinea.re.it,http://biblioteche.provincia.re.it/albinea
IT-RE0003,RE209,Biblioteca comunale Gian Battista Rasori - Centro Culturale Cà Rossa,"via della Repubblica, 14",42011,Bagnolo in Piano,44.7636878,10.671854,+39 0522951948,+39 0522951037,biblioteca@comune.bagnolo.re.it,http://comune.bagnolo.re.it/uffici/189738/biblioteca-bagnolo-piano-gian-battista-rasori
IT-RE0005,RE244,Biblioteca comunale Gian Battista Toschi,"via Gian Battista Toschi, 53",42031,Baiso,44.5005417,10.6016666,+39 0522993520,+39 0522843980,biblioteca@comune.baiso.re.it,http.//biblioteche.provincia.re.it/baiso
IT-RE0008,RE210,"Biblioteca comunale ""Milena Fiocchi""",piazza Damiano Chiesa 1/10,42021,Bibbiano,44.6633788,10.4730625,+39 0522253230,+39 0522253233,biblioteca@comune.bibbiano.re.it,
IT-RE0010,RE235,Biblioteca comunale Claudio Zanichelli,"via Roma, 20 A",42022,Boretto,44.9053195,10.5531864,+39 0522963759,+39 0522965287,biblioteca@comune.boretto.re.it,http://www.comune.boretto.re.it/uffici/biblioteca/
IT-RE0012,RE230,Biblioteca comunale Antonio Panizzi,piazza Mingori 2,42041,Brescello,44.9033883,10.5349055,+39 0522482520,+39 0522684422,biblioteca.brescello@comune.brescello.re.it,http://biblioteche.provincia.re.it/brescello
IT-RE0013,RE232,Biblioteca comunale Arturo Panarari,piazza della Libertà 2,42023,Cadelbosco di Sopra,44.76279,10.594055,+39 0522918525,+39 0522917302,biblioteca@comune.cadelbosco-di-sopra.re.it,http://biblioteche.provincia.re.it/cadelbosco
IT-RE0016,RE212,Biblioteca comunale,"piazza Roma, 9",42012,Campagnola Emilia,44.842288,10.7601952,+39 0522669844,+39 0522669197,biblioteca@comune.campagnola-emilia.re.it,http://biblioteche.provincia.re.it/campagnola
IT-RE0017,RE208,Biblioteca comunale,"via Giorgio Amendola, 51",42040,Campegine,44.7824935,10.5312023,+39 39 0522677906,+39 0522676314,biblioteca@comune.campegine.re.it,http://biblioteche.provincia.re.it
IT-RE0021,RE202,Biblioteca comunale Sognalibro,"piazza Roberto Ruffilli, 3",42013,Casalgrande,44.5895854,10.7380374,+39 0522849397,+39 0522841039,biblioteca@comune.casalgrande.re.it,
IT-RE0022,RE203,"Biblioteca comunale ""Alma ed Emma Chiavelli""",via Roma 56,42014,Castellarano,44.5093114,10.7293096,+39 0536075470,+39 0536850334,mariangela.rivi@comune.castellarano.re.it,http://biblioteche.provincia.re.it/castellarano
IT-RE0023,RE206,Biblioteca comunale,piazza Prampolini 5,42024,Castelnovo di Sotto,44.8113479,10.5627964,+39 0522682533,+39 0522683603,biblioteca@comune.castelnovo-di-sotto.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=54
IT-RE0024,RE229,"Biblioteca comunale ""Raffaele Crovi""",via Roma 4,42035,Castelnovo ne' Monti,44.434114,10.4078375,+39 0522610204,+39 0522610275,biblioteca@comune.castelnovo-nemonti.re.it,http://biblioteche.provincia.re.it/castelnovomonti
IT-RE0029,RE207,Biblioteca comunale,"piazza Matilde di Canossa, 2",42026,Canossa,44.5935661,10.4094289,+39 0522248423,+39 0522878050,biblio@comune.canossa.re.it,http://www.comune.canossa.re.it/Sezione.jsp?idSezione=68
IT-RE0031,RE213,Biblioteca comunale Giulio Einaudi,corso Cavour 7,42015,Correggio,44.7703205,10.7797953,+39 0522693296,+39 0522641105,biblioteca@comune.correggio.re.it,http://biblioteche.provincia.re.it/correggio
IT-RE0033,RE247,Biblioteca comunale Salvador Allende,corso Roma 35,42042,Fabbrico,44.8715243,10.8092765,+39 0522751923,+39 0522655368,biblioteca@comune.fabbrico.re.it,http://biblioteche.provincia.re.it/fabbrico
IT-RE0034,RE233,Biblioteca comunale Amos Tragni,via Cicalini 14,42043,Gattatico,44.8067544,10.4742456,+39 0522678657,+39 0522678794,biblioteca@comune.gattatico.re.it,http://biblioteche.provincia.re.it/gattatico
IT-RE0035,RE222,Biblioteca comunale Walter Bonassi,"piazza Bentivoglio, 36",42044,Gualtieri,44.904967,10.6310549,+39 0522221851,+39 0522828444,biblioteca@comune.gualtieri.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=61
IT-RE0039,RE236,Biblioteca comunale Cesare Zavattini,"viale F. Filippini, 35",42045,Luzzara,44.9605132,10.6910573,+39 0522977612,+39 0522977612,biblioteca@fondazioneunpaese.org,http://biblioteche.provincia.re.it/luzzara
IT-RE0040,RE218,Biblioteca comunale Angelo Umiltà,"via Alfonso d'Este, 5",42027,Montecchio Emilia,44.700488,10.4459,+39 0522861864,+39 0522863066,biblioteca@comune.montecchio-emilia.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=64
IT-RE0042,RE242,Biblioteca comunale Giuseppe Malagoli,"piazzale Guglielmo Marconi, 1",42017,Novellara,44.844898,10.73208,+39 0522655419,+39 0522652057,biblioteca@comune.novellara.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=65
IT-RE0043,RE204,Biblioteca comunale,via Parma 1,42028,Poviglio,44.8412809,10.5391175,+39 0522960426,+39 0522967680,biblioteca@comune.poviglio.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=66
IT-RE0045,RE234,Biblioteca comunale Carlo Levi,piazza Dante 4,42020,Quattro Castella,44.6358777,10.4728134,+39 0522249232,+39 0522.249268,biblioteca@comune.quattro-castella.re.it,http://biblioteche.provincia.re.it/quattrocastella
IT-RE0058,RE223,Biblioteca comunale,via XX Settembre 2-4,42010,Rio Saliceto,44.8088275,10.8023936,+39 0522647839,+39 0522.647519,biblioteca@comune.riosaliceto.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=69
IT-RE0060,RE217,Biblioteca comunale,"via Cesare Battisti, 9",42047,Rolo,44.8875386,10.856679,+39 0522658015,+39 0522666953,biblioteca@comune.rolo.re.it,http://www.comune.rolo.re.it/servizi/Menu/dinamica.aspx?idArea=63&idCat=162&ID=599
IT-RE0068,RE219,Biblioteca comunale Meuccio Ruini,piazza IV Novembre 1,42020,San Polo d'Enza,44.626215,10.420924,+39 0522241729,+39 0522874867,biblioteca@comune.sanpolodenza.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=75
IT-RE0069,RE225,Biblioteca comunale,piazza Repubblica 11 E,42049,Sant'Ilario d'Enza,0,0,+39 0522672154,+39 0522472426,biblioteca@comune.santilariodenza.re.it,http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=73
IT-RE0072,RE243,Biblioteca comunale Gaetano Salvemini,"via Vittorio Veneto, 2 A",42019,Scandiano,44.5966475,10.6849679,+39 0522764291,+39 0522764220,biblioteca@comune.scandiano.re.it,http://biblioteche.provincia.re.it/scandiano
IT-RE0073,,Biblioteca comunale Pasquale Marconi,"viale Italia, 2",42020,Vetto,44.4836492,10.3393976,+39 0522815221,+39 0522815694,servizio.sociale@comune.vetto.re.it,https://www.comune.vetto.re.it/?page_id=23
IT-RE0074,RE245,Biblioteca comunale Pablo Neruda,via Tintoria 6,42030,Vezzano sul Crostolo,44.601605910246,10.5478405952454,+39 0522601229,+39 0522.601947,biblioteca@comune.vezzano-sul-crostolo.re.it,http://www.comune.vezzano-sul-crostolo.re.it/page/biblioteca-comunale-pablo-neruda
IT-RE0081,RE248,Biblioteca comunale Sincero Bresciani,"via Guglielmo Marconi, 7",42034,Casina,44.5102586,10.5000269,+39 0522604725,+39 0522609464,biblioteca@comune.casina.re.it,http://biblioteche.provincia.re.it/casina
IT-RE0082,RE241,Biblioteca comunale di Palazzo Frattini,"piazza Giuseppe Garibaldi, 1",42016,Guastalla,44.9214366,10.6522849,+39 0522839755,+39 0522839756,biblioteca@comune.guastalla.re.it,http://biblioteche.provincia.re.it/guastalla
IT-RE0085,RE282,Biblioteca comunale decentrata Rosta Nuova Domenico Manfredi,"via Wibicky, 27",42122,Reggio nell'Emilia,44.6863179,10.6386065,+39 0522585636,+39 0522436322,rosta@comune.re.it,http://panizzi.comune.re.it/Sezione.jsp?titolo=Biblioteca+Rosta+Nuova&idSezione=3057
IT-RE0086,RE283,Biblioteca comunale decentrata di Ospizio,via Emilia Ospizio 30/b,42122,Reggio nell'Emilia,44.6938876,10.6439897,+39 0522585639,+39 0522558974,ospi@comune.re.it,http://panizzi.comune.re.it/Sezione.jsp?titolo=Biblioteca+Ospizio&amp
IT-RE0101,RE281,"Biblioteca comunale decentrata San Pellegrino ""Marco Gerra""",via Rivoluzione d'Ottobre 29,42123,Reggio nell'Emilia,44.6822166,10.6175776,+39 0522585616,+39 0522285924,spell@comune.re.it,http://panizzi.comune.re.it/Sezione.jsp?titolo=Biblioteca+San+Pellegrino-Marco+Gerra&amp
IT-RE0107,,Biblioteca comunale Collagna,"piazza Natale Caroli, 2",42032,Ventasso,44.34717814191358,10.279131619238262,+39 0522891972,+39 0522897242,biblioventasso@gmail.com,http://www.provincia.re.it/biblioteche/civiche.htm
IT-RE0113,,Biblioteca comunale,Corso Trieste 66,42010,Toano,44.3764747,10.5594434,+39 0522805377,+39 0522805542,,
IT-RE0123,RE286,Biblioteca comunale decentrata Santa Croce,via Adua 57,42124,Reggio nell'Emilia,44.7044743,10.6499521,+39 0522585600,+39 0522.920783,bibliotecasantacroce@comune.re.it,http://panizzi.comune.re.it/Sezione.jsp?titolo=Biblioteca+Santa+Croce&amp
IT-RN0001,RAVCP,Biblioteca comunale,piazza della Repubblica 31,47841,Cattolica,43.961458,12.749478,+39 0541966612,+39 0541967803,biblioteca@cattolica.net,http://www.cattolica.net/retecivica/italiano/cultura/bibblioteca/index.php3?RESEARCH_PAGE=informazioni.htm
IT-RN0003,RAVCI,Biblioteca comunale Giovanni Antonio Battarra,Via Martin Luther King 13,47853,Coriano,43.9651157,12.6033481,+39 0541657113,+39 0541657469,biblioteca@comune.coriano.rn.it,http://www.comune.coriano.rn.it/biblioteca/orari.asp
IT-RN0005,RAVMI,Biblioteca comunale,via Rossini 7,47843,Misano Adriatico,43.9795749,12.689005,+39 0541618484,+39 0541616113,biblioteca@comune.misano-adriatico.rn.it,http://www.misano.org/?IDC=132
IT-RN0009,,Biblioteca comunale,"via Villa Parigi, 2",47837,Montegridolfo,43.8589896,12.6889146,+39 0541855208,+39 0541855042,comune@montegridolfo.eu,http://www.montegridolfo.eu
IT-RN0010,RAVGM,Biblioteca comunale Gaspare Mariotti,"via Giovanni Pascoli, 32",47833,Morciano di Romagna,43.9123948,12.6453866,+39 0541987221,+39 0541.987221,biblioteca@comune.morcianodiromagna.rn.it,https://www.comune.morcianodiromagna.rn.it/uffici-e-servizi/biblioteca/
IT-RN0011,RAVPG,Biblioteca comunale Pio Campidelli,"via Santarcangiolese, 4641",47824,Poggio Torriana,44.0222908,12.4123118,+39 0541688273,+39 0541688098,a.teodorani@comune.poggiotorriana.rn.it,http://www.comune.poggiotorriana.rn.it/biblioteca
IT-RN0015,RAVSD,Biblioteca comunale Publio Francesco Modesti,Via Piazza Beato Amato Ronconi 1,47835,Saludecio,43.8728,12.668480000000045,+39 0541869730,+39 0541981624,biblioteca.saludecio@provincia.rimini.it,http://www.comunesaludecio.it/vecchio/sezioni/comune/biblioteca.html
IT-RN0016,RAVSE,Biblioteca comunale Giuseppe Tasini,Piazza G. Mazzini 3,47832,San Clemente,43.932372,12.625405,+39 0541862446,,biblioteca@sanclemente.it,http://www.sanclemente.it/biblioteca/
IT-RN0020,RAVBE,Biblioteca comunale Alfredo Panzini,"via Paolo Guidi, 108",47814,Bellaria-Igea Marina,44.1491058,12.4619029,+39 0541343889,+39 0541349563,biblioteca@comune.bellaria-igea-marina.rn.it,http://www.comune.bellaria-igea-marina.rn.it/citta/cms/page/biblioteca-informazioni/
IT-RN0023,RAVSG,Biblioteca comunale,via Roma 59,47842,San Giovanni in Marignano,43.9391995,12.7138376,+39 0541828165,+39 0541957610,biblio@marignano.net,http://www.comune.san-giovanni-in-marignano.rn.it/index.php?IDC=99
IT-RN0027,RAVRC,Biblioteca comunale Osvaldo Berni,"viale Lazio, 10",47838,Riccione,43.9945647,12.6525915,+39 0541600504,+39 0541698182,biblioteca@comune.riccione.rn.it,http://www.comune.riccione.rn.it/Engine/RAServePG.php/P/31151RIC0404
IT-RN0028,RAVST,Biblioteca comunale Antonio Baldini,Via Pascoli 3,47822,Santarcangelo di Romagna,44.0631658,12.44761589999996,+39 0541356299,,biblioteca@comune.santarcangelo.rn.it,http://www.comune.santarcangelo.rn.it/biblioteca
IT-RN0031,RAVVV,"Biblioteca comunale ""Don Lorenzo Milani""",via Casale 119,47827,Verucchio,44.0051775,12.4365316,+39 0541671166,+39 0541679570,biblioteca@comune.verucchio.rn.it,http://www.comune.verucchio.rn.it/Index.aspx?idarg=52&amp
